Level	Rule Name	Subject	Property	Value
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Sound	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Spouse	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Sweetheart	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Telephone	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#TelephoneType	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Text	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#TextPhone	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#TimeZone	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Title	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Type	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#URL	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Unknown	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Video	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Voice	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#Work	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#additionalName	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#anniversary	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#birthdate	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#calendarBusy	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#calendarLink	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#calendarRequest	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#category	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#country	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#email	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#familyName	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#formattedName	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#gender	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#geo	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#givenName	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#hasAddress	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#hasCalendarLink	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#hasCalendarRequest	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#hasCalenderBusy	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#hasCategory	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#hasEmail	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#hasFormattedName	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#hasGeo	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#hasInstantMessage	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#hasKey	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#hasLanguage	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#hasLogo	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#hasMember	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#hasName	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#hasNickname	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#hasNote	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#hasOrganizationName	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#hasOrganizationalUnitName	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#hasPhoto	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#hasRelated	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#hasSound	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#hasTelephone	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#hasTimeZone	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#hasTitle	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#hasURL	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#honorificPrefix	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#honorificSuffix	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#instantMessage	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#key	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#language	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#locality	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#logo	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#nickName	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#note	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#organizationName	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#organizationalUnitName	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#photo	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#postalCode	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#productId	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#region	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#related	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#revision	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#role	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#sortAs	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#sound	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#source	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#streetAddress	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#telephone	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#timeZone	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#title	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#uid	IAO:0000115		
WARN	missing_definition	http://www.w3.org/2006/vcard/ns#url	IAO:0000115		
WARN	missing_obsolete_label	ERO:0000482	rdfs:label	uses software@en	
INFO	lowercase_definition	IAO:0000005	IAO:0000115	a directive information entity that describes an intended process endpoint. When part of a plan specification the concretization is realized in a planned process in which the bearer tries to effect the world so that the process endpoint is achieved.@en	
INFO	lowercase_definition	IAO:0000007	IAO:0000115	a directive information entity that describes an action the bearer will take@en	
INFO	lowercase_definition	IAO:0000013	IAO:0000115	a report that is published in a journal@en	
INFO	lowercase_definition	IAO:0000027	IAO:0000115	a data item is an information content entity that is intended to be a truthful statement about something (modulo, e.g., measurement precision or other systematic errors) and is constructed/acquired by a method which reliably tends to produce (approximately) truthful statements.@en	
INFO	lowercase_definition	IAO:0000030	IAO:0000115	an information content entity is an entity that is generically dependent on some artifact and stands in relation of aboutness to some entity@en	
INFO	lowercase_definition	IAO:0000032	IAO:0000115	a scalar measurement datum is a measurement datum that is composed of two parts, numerals and a unit label.@en	
INFO	lowercase_definition	IAO:0000102	IAO:0000115	data about an ontology part is a data item about a part of an ontology, for example a term@en	
INFO	lowercase_definition	IAO:0000104	IAO:0000115	a directive information entity that when concretized it is realized in a process in which the bearer tries to achieve the objectives, in part by taking the actions specified. Plan specifications includes parts such as objective specification, action specifications and conditional specifications.@en	
INFO	lowercase_definition	IAO:0000136	IAO:0000115	is_about is a (currently) primitive relation that relates an information artifact to an entity.@en	
INFO	lowercase_definition	IAO:0000221	IAO:0000115	m is a quality measurement of q at t when    q is a quality     there is a measurement process p that has specified output m, a measurement datum, that is about q@en	
INFO	lowercase_definition	IAO:0000417	IAO:0000115	inverse of the relation of is quality measurement of@en	
INFO	lowercase_definition	OBI:0000017	IAO:0000115	a role which inheres in material entities and is realized in the processes of making, enforcing or being defined by legislation or orders issued by a governmental body.@en	
INFO	lowercase_definition	OBI:0000272	IAO:0000115	a protocol is a plan specification which has sufficient level of detail and quantitative information to communicate it between domain experts, so that different domain experts will reliably be able to independently reproduce the process.@en	
INFO	lowercase_definition	OBI:0000304	IAO:0000115	c is_manufactured_by o means that there was a process p in which c was built in which a person, or set of people or machines did the work(bore the \"Manufacturer Role\", and those people/and or machines were members or of directed by the organization to do this.@en	
INFO	lowercase_definition	OBI:0000643	IAO:0000115	the relation of the cells in the finger of the skin to the finger, in which an indeterminate number of grains are parts of the whole by virtue of being grains in a collective that is part of the whole, and in which removing one granular part does not nec- essarily damage or diminish the whole. Ontological Whether there is a fixed, or nearly fixed number of parts - e.g. fingers of the hand, chambers of the heart, or wheels of a car - such that there can be a notion of a single one being missing, or whether, by contrast, the number of parts is indeterminate - e.g., cells in the skin of the hand, red cells in blood, or rubber molecules in the tread of the tire of the wheel of the car.	
INFO	lowercase_definition	RO:0003000	IAO:0000115	a produces b if some process that occurs_in a has_output b, where a and b are material entities. Examples: hybridoma cell line produces monoclonal antibody reagent; chondroblast produces avascular GAG-rich matrix.	
INFO	lowercase_definition	http://purl.org/ontology/bibo/Issue	IAO:0000115	something that is printed or published and distributed, esp. a given number of a periodical	
INFO	lowercase_definition	http://purl.org/ontology/bibo/LegalDocument	IAO:0000115	a document that states some contractual relationship or grants some right	
INFO	lowercase_definition	http://purl.org/ontology/bibo/Patent	IAO:0000115	(from BIBO) A document describing the exclusive right granted by a government to an inventor to manufacture, use, or sell an invention for a certain number of years	
INFO	lowercase_definition	http://vivoweb.org/ontology/core#DateTimeInterval	IAO:0000115	a specific period or duration, defined by (optional) start and end date/times.	
INFO	lowercase_definition	http://vivoweb.org/ontology/core#Relationship	IAO:0000115	a reified relationship	
INFO	lowercase_definition	http://vivoweb.org/ontology/scientific-research#studyPopulationCount	IAO:0000115	number of human participants in the study (trial).	
INFO	lowercase_definition	foaf:Group	IAO:0000115	 A collection of individual agents (and may itself play the role of a Agent, ie. something that can perform actions). 	
INFO	missing_superclass	ARG:0000008	rdfs:subClassOf		
INFO	missing_superclass	BFO:0000001	rdfs:subClassOf		
INFO	missing_superclass	OBI:0000066	rdfs:subClassOf		
INFO	missing_superclass	OBI:0000086	rdfs:subClassOf		
INFO	missing_superclass	OBI:0000094	rdfs:subClassOf		
INFO	missing_superclass	OBI:0000571	rdfs:subClassOf		
INFO	missing_superclass	http://purl.org/net/OCRe/research.owl#Interventional_study	rdfs:subClassOf		
INFO	missing_superclass	http://purl.org/ontology/bibo/DocumentStatus	rdfs:subClassOf		
INFO	missing_superclass	skos:Concept	rdfs:subClassOf		
INFO	missing_superclass	http://www.w3.org/2006/vcard/ns#Addressing	rdfs:subClassOf		
INFO	missing_superclass	http://www.w3.org/2006/vcard/ns#Calendar	rdfs:subClassOf		
INFO	missing_superclass	http://www.w3.org/2006/vcard/ns#Code	rdfs:subClassOf		
INFO	missing_superclass	http://www.w3.org/2006/vcard/ns#Communication	rdfs:subClassOf		
INFO	missing_superclass	http://www.w3.org/2006/vcard/ns#Explanatory	rdfs:subClassOf		
INFO	missing_superclass	http://www.w3.org/2006/vcard/ns#Geographical	rdfs:subClassOf		
INFO	missing_superclass	http://www.w3.org/2006/vcard/ns#Identification	rdfs:subClassOf		
INFO	missing_superclass	http://www.w3.org/2006/vcard/ns#Organizational	rdfs:subClassOf		
INFO	missing_superclass	http://www.w3.org/2006/vcard/ns#Role	rdfs:subClassOf		
INFO	missing_superclass	http://www.w3.org/2006/vcard/ns#Security	rdfs:subClassOf		
