Level	Rule Name	Subject	Property	Value
ERROR	multiple_definitions	BFO:0000031	IAO:0000115	b is a generically dependent continuant = Def. b is a continuant that g-depends_on one or more other entities. (axiom label in BFO2 Reference: [074-001])@en	
ERROR	multiple_definitions	BFO:0000134	IAO:0000600	To say that each spatiotemporal region s temporally_projects_onto some temporal region t is to say that t is the temporal extension of s. (axiom label in BFO2 Reference: [080-003])@en	
ERROR	multiple_definitions	BFO:0000134	IAO:0000600	To say that spatiotemporal region s spatially_projects_onto spatial region r at t is to say that r is the spatial extent of s at t. (axiom label in BFO2 Reference: [081-003])@en	
ERROR	multiple_definitions	IAO:0000603	IAO:0000115	Add as annotation triples in the granting ontology@en	
ERROR	multiple_definitions	IAO:0000603	IAO:0000115	Relates an ontology IRI to an (inclusive) range of IRIs in an OBO name space. The range is give as, e.g. \"IAO_0020000-IAO_0020999\"@en	
ERROR	multiple_definitions	IAO:0100001	IAO:0000115	Add as annotation triples in the granting ontology@en	
ERROR	multiple_definitions	IAO:0100001	IAO:0000115	Use on obsolete terms, relating the term to another term that can be used as a substitute@en	
ERROR	missing_ontology_license	iao.owl	dc:license		
ERROR	missing_ontology_title	iao.owl	dc11:title		
ERROR	multiple_labels	IAO:0000115	rdfs:label	definition	
ERROR	multiple_labels	IAO:0000115	rdfs:label	definition@en	
WARN	annotation_whitespace	BFO:0000002	IAO:0000602	(forall (x y) (if (and (Continuant x) (exists (t) (continuantPartOfAt y x t))) (Continuant y))) // axiom label in BFO2 CLIF: [009-002] 	
WARN	annotation_whitespace	BFO:0000002	IAO:0000602	(forall (x y) (if (and (Continuant x) (exists (t) (hasContinuantPartOfAt y x t))) (Continuant y))) // axiom label in BFO2 CLIF: [126-001] 	
WARN	annotation_whitespace	BFO:0000002	IAO:0000602	(forall (x) (if (Continuant x) (Entity x))) // axiom label in BFO2 CLIF: [008-002] 	
WARN	annotation_whitespace	BFO:0000002	IAO:0000602	(forall (x) (if (Material Entity x) (exists (t) (and (TemporalRegion t) (existsAt x t))))) // axiom label in BFO2 CLIF: [011-002] 	
WARN	annotation_whitespace	BFO:0000003	IAO:0000602	(forall (x) (if (Occurrent x) (exists (r) (and (SpatioTemporalRegion r) (occupiesSpatioTemporalRegion x r))))) // axiom label in BFO2 CLIF: [108-001] 	
WARN	annotation_whitespace	BFO:0000003	IAO:0000602	(forall (x) (iff (Occurrent x) (and (Entity x) (exists (y) (temporalPartOf y x))))) // axiom label in BFO2 CLIF: [079-001] 	
WARN	annotation_whitespace	BFO:0000004	IAO:0000602	(forall (x t) (if (IndependentContinuant x) (exists (r) (and (SpatialRegion r) (locatedInAt x r t))))) // axiom label in BFO2 CLIF: [134-001] 	
WARN	annotation_whitespace	BFO:0000004	IAO:0000602	(forall (x t) (if (and (IndependentContinuant x) (existsAt x t)) (exists (y) (and (Entity y) (specificallyDependsOnAt y x t))))) // axiom label in BFO2 CLIF: [018-002] 	
WARN	annotation_whitespace	BFO:0000004	IAO:0000602	(iff (IndependentContinuant a) (and (Continuant a) (not (exists (b t) (specificallyDependsOnAt a b t))))) // axiom label in BFO2 CLIF: [017-002] 	
WARN	annotation_whitespace	BFO:0000006	IAO:0000602	(forall (x y t) (if (and (SpatialRegion x) (continuantPartOfAt y x t)) (SpatialRegion y))) // axiom label in BFO2 CLIF: [036-001] 	
WARN	annotation_whitespace	BFO:0000006	IAO:0000602	(forall (x) (if (SpatialRegion x) (Continuant x))) // axiom label in BFO2 CLIF: [035-001] 	
WARN	annotation_whitespace	BFO:0000008	IAO:0000602	(forall (r) (if (TemporalRegion r) (occupiesTemporalRegion r r))) // axiom label in BFO2 CLIF: [119-002] 	
WARN	annotation_whitespace	BFO:0000008	IAO:0000602	(forall (x y) (if (and (TemporalRegion x) (occurrentPartOf y x)) (TemporalRegion y))) // axiom label in BFO2 CLIF: [101-001] 	
WARN	annotation_whitespace	BFO:0000008	IAO:0000602	(forall (x) (if (TemporalRegion x) (Occurrent x))) // axiom label in BFO2 CLIF: [100-001] 	
WARN	annotation_whitespace	BFO:0000009	IAO:0000602	(forall (x) (if (TwoDimensionalSpatialRegion x) (SpatialRegion x))) // axiom label in BFO2 CLIF: [039-001] 	
WARN	annotation_whitespace	BFO:0000011	IAO:0000602	(forall (r) (if (SpatioTemporalRegion r) (occupiesSpatioTemporalRegion r r))) // axiom label in BFO2 CLIF: [107-002] 	
WARN	annotation_whitespace	BFO:0000011	IAO:0000602	(forall (x t) (if (SpatioTemporalRegion x) (exists (y) (and (SpatialRegion y) (spatiallyProjectsOntoAt x y t))))) // axiom label in BFO2 CLIF: [099-001] 	
WARN	annotation_whitespace	BFO:0000011	IAO:0000602	(forall (x y) (if (and (SpatioTemporalRegion x) (occurrentPartOf y x)) (SpatioTemporalRegion y))) // axiom label in BFO2 CLIF: [096-001] 	
WARN	annotation_whitespace	BFO:0000011	IAO:0000602	(forall (x) (if (SpatioTemporalRegion x) (Occurrent x))) // axiom label in BFO2 CLIF: [095-001] 	
WARN	annotation_whitespace	BFO:0000011	IAO:0000602	(forall (x) (if (SpatioTemporalRegion x) (exists (y) (and (TemporalRegion y) (temporallyProjectsOnto x y))))) // axiom label in BFO2 CLIF: [098-001] 	
WARN	annotation_whitespace	BFO:0000015	IAO:0000602	(iff (Process a) (and (Occurrent a) (exists (b) (properTemporalPartOf b a)) (exists (c t) (and (MaterialEntity c) (specificallyDependsOnAt a c t))))) // axiom label in BFO2 CLIF: [083-003] 	
WARN	annotation_whitespace	BFO:0000016	IAO:0000602	(forall (x t) (if (and (RealizableEntity x) (existsAt x t)) (exists (y) (and (MaterialEntity y) (specificallyDepends x y t))))) // axiom label in BFO2 CLIF: [063-002] 	
WARN	annotation_whitespace	BFO:0000016	IAO:0000602	(forall (x) (if (Disposition x) (and (RealizableEntity x) (exists (y) (and (MaterialEntity y) (bearerOfAt x y t)))))) // axiom label in BFO2 CLIF: [062-002] 	
WARN	annotation_whitespace	BFO:0000017	IAO:0000602	(forall (x t) (if (RealizableEntity x) (exists (y) (and (IndependentContinuant y) (not (SpatialRegion y)) (bearerOfAt y x t))))) // axiom label in BFO2 CLIF: [060-002] 	
WARN	annotation_whitespace	BFO:0000017	IAO:0000602	(forall (x) (if (RealizableEntity x) (and (SpecificallyDependentContinuant x) (exists (y) (and (IndependentContinuant y) (not (SpatialRegion y)) (inheresIn x y)))))) // axiom label in BFO2 CLIF: [058-002] 	
WARN	annotation_whitespace	BFO:0000018	IAO:0000602	(forall (x) (if (ZeroDimensionalSpatialRegion x) (SpatialRegion x))) // axiom label in BFO2 CLIF: [037-001] 	
WARN	annotation_whitespace	BFO:0000019	IAO:0000602	(forall (x) (if (Quality x) (SpecificallyDependentContinuant x))) // axiom label in BFO2 CLIF: [055-001] 	
WARN	annotation_whitespace	BFO:0000019	IAO:0000602	(forall (x) (if (exists (t) (and (existsAt x t) (Quality x))) (forall (t_1) (if (existsAt x t_1) (Quality x))))) // axiom label in BFO2 CLIF: [105-001] 	
WARN	annotation_whitespace	BFO:0000020	IAO:0000602	(iff (SpecificallyDependentContinuant a) (and (Continuant a) (forall (t) (if (existsAt a t) (exists (b) (and (IndependentContinuant b) (not (SpatialRegion b)) (specificallyDependsOnAt a b t))))))) // axiom label in BFO2 CLIF: [050-003] 	
WARN	annotation_whitespace	BFO:0000023	IAO:0000602	(forall (x) (if (Role x) (RealizableEntity x))) // axiom label in BFO2 CLIF: [061-001] 	
WARN	annotation_whitespace	BFO:0000024	IAO:0000602	(forall (x) (if (FiatObjectPart x) (and (MaterialEntity x) (forall (t) (if (existsAt x t) (exists (y) (and (Object y) (properContinuantPartOfAt x y t)))))))) // axiom label in BFO2 CLIF: [027-004] 	
WARN	annotation_whitespace	BFO:0000026	IAO:0000602	(forall (x) (if (OneDimensionalSpatialRegion x) (SpatialRegion x))) // axiom label in BFO2 CLIF: [038-001] 	
WARN	annotation_whitespace	BFO:0000027	IAO:0000116	An entity a is an object aggregate if and only if there is a mutually exhaustive and pairwise disjoint partition of a into objects 	
WARN	annotation_whitespace	BFO:0000027	IAO:0000602	(forall (x) (if (ObjectAggregate x) (and (MaterialEntity x) (forall (t) (if (existsAt x t) (exists (y z) (and (Object y) (Object z) (memberPartOfAt y x t) (memberPartOfAt z x t) (not (= y z)))))) (not (exists (w t_1) (and (memberPartOfAt w x t_1) (not (Object w)))))))) // axiom label in BFO2 CLIF: [025-004] 	
WARN	annotation_whitespace	BFO:0000028	IAO:0000602	(forall (x) (if (ThreeDimensionalSpatialRegion x) (SpatialRegion x))) // axiom label in BFO2 CLIF: [040-001] 	
WARN	annotation_whitespace	BFO:0000029	IAO:0000602	(forall (x) (if (Site x) (ImmaterialEntity x))) // axiom label in BFO2 CLIF: [034-002] 	
WARN	annotation_whitespace	BFO:0000031	IAO:0000602	(iff (GenericallyDependentContinuant a) (and (Continuant a) (exists (b t) (genericallyDependsOnAt a b t)))) // axiom label in BFO2 CLIF: [074-001] 	
WARN	annotation_whitespace	BFO:0000034	IAO:0000602	(forall (x) (if (Function x) (Disposition x))) // axiom label in BFO2 CLIF: [064-001] 	
WARN	annotation_whitespace	BFO:0000035	IAO:0000602	(forall (x) (if (ProcessBoundary x) (exists (y) (and (ZeroDimensionalTemporalRegion y) (occupiesTemporalRegion x y))))) // axiom label in BFO2 CLIF: [085-002] 	
WARN	annotation_whitespace	BFO:0000035	IAO:0000602	(iff (ProcessBoundary a) (exists (p) (and (Process p) (temporalPartOf a p) (not (exists (b) (properTemporalPartOf b a)))))) // axiom label in BFO2 CLIF: [084-001] 	
WARN	annotation_whitespace	BFO:0000038	IAO:0000602	(forall (x) (if (OneDimensionalTemporalRegion x) (TemporalRegion x))) // axiom label in BFO2 CLIF: [103-001] 	
WARN	annotation_whitespace	BFO:0000040	IAO:0000602	(forall (x) (if (MaterialEntity x) (IndependentContinuant x))) // axiom label in BFO2 CLIF: [019-002] 	
WARN	annotation_whitespace	BFO:0000040	IAO:0000602	(forall (x) (if (and (Entity x) (exists (y t) (and (MaterialEntity y) (continuantPartOfAt x y t)))) (MaterialEntity x))) // axiom label in BFO2 CLIF: [021-002] 	
WARN	annotation_whitespace	BFO:0000040	IAO:0000602	(forall (x) (if (and (Entity x) (exists (y t) (and (MaterialEntity y) (continuantPartOfAt y x t)))) (MaterialEntity x))) // axiom label in BFO2 CLIF: [020-002] 	
WARN	annotation_whitespace	BFO:0000140	IAO:0000602	(iff (ContinuantFiatBoundary a) (and (ImmaterialEntity a) (exists (b) (and (or (ZeroDimensionalSpatialRegion b) (OneDimensionalSpatialRegion b) (TwoDimensionalSpatialRegion b)) (forall (t) (locatedInAt a b t)))) (not (exists (c t) (and (SpatialRegion c) (continuantPartOfAt c a t)))))) // axiom label in BFO2 CLIF: [029-001] 	
WARN	annotation_whitespace	BFO:0000142	IAO:0000602	(iff (OneDimensionalContinuantFiatBoundary a) (and (ContinuantFiatBoundary a) (exists (b) (and (OneDimensionalSpatialRegion b) (forall (t) (locatedInAt a b t)))))) // axiom label in BFO2 CLIF: [032-001] 	
WARN	annotation_whitespace	BFO:0000144	IAO:0000602	(forall (x y) (if (processProfileOf x y) (and (properContinuantPartOf x y) (exists (z t) (and (properOccurrentPartOf z y) (TemporalRegion t) (occupiesSpatioTemporalRegion x t) (occupiesSpatioTemporalRegion y t) (occupiesSpatioTemporalRegion z t) (not (exists (w) (and (occurrentPartOf w x) (occurrentPartOf w z))))))))) // axiom label in BFO2 CLIF: [094-005] 	
WARN	annotation_whitespace	BFO:0000144	IAO:0000602	(iff (ProcessProfile a) (exists (b) (and (Process b) (processProfileOf a b)))) // axiom label in BFO2 CLIF: [093-002] 	
WARN	annotation_whitespace	BFO:0000145	IAO:0000602	(iff (RelationalQuality a) (exists (b c t) (and (IndependentContinuant b) (IndependentContinuant c) (qualityOfAt a b t) (qualityOfAt a c t)))) // axiom label in BFO2 CLIF: [057-001] 	
WARN	annotation_whitespace	BFO:0000146	IAO:0000602	(iff (TwoDimensionalContinuantFiatBoundary a) (and (ContinuantFiatBoundary a) (exists (b) (and (TwoDimensionalSpatialRegion b) (forall (t) (locatedInAt a b t)))))) // axiom label in BFO2 CLIF: [033-001] 	
WARN	annotation_whitespace	BFO:0000147	IAO:0000602	(iff (ZeroDimensionalContinuantFiatBoundary a) (and (ContinuantFiatBoundary a) (exists (b) (and (ZeroDimensionalSpatialRegion b) (forall (t) (locatedInAt a b t)))))) // axiom label in BFO2 CLIF: [031-001] 	
WARN	annotation_whitespace	BFO:0000148	IAO:0000602	(forall (x) (if (ZeroDimensionalTemporalRegion x) (TemporalRegion x))) // axiom label in BFO2 CLIF: [102-001] 	
WARN	annotation_whitespace	IAO:0000065	IAO:0000115	A software interpreter is a software application that executes some specified input software. @en	
WARN	annotation_whitespace	IAO:0000115	IAO:0000116	2012-04-05:     Barry Smith        The official OBI definition, explaining the meaning of a class or property: 'Shall be Aristotelian, formalized and normalized. Can be augmented with colloquial definitions'  is terrible.        Can you fix to something like:        A statement of necessary and sufficient conditions explaining the meaning of an expression referring to a class or property.        Alan Ruttenberg        Your proposed definition is a reasonable candidate, except that it is very common that necessary and sufficient conditions are not given. Mostly they are necessary, occasionally they are necessary and sufficient or just sufficient. Often they use terms that are not themselves defined and so they effectively can't be evaluated by those criteria.         On the specifics of the proposed definition:        We don't have definitions of 'meaning' or 'expression' or 'property'. For 'reference' in the intended sense I think we use the term 'denotation'. For 'expression', I think we you mean symbol, or identifier. For 'meaning' it differs for class and property. For class we want documentation that let's the intended reader determine whether an entity is instance of the class, or not. For property we want documentation that let's the intended reader determine, given a pair of potential relata, whether the assertion that the relation holds is true. The 'intended reader' part suggests that we also specify who, we expect, would be able to understand the definition, and also generalizes over human and computer reader to include textual and logical definition.         Personally, I am more comfortable weakening definition to documentation, with instructions as to what is desirable.         We also have the outstanding issue of how to aim different definitions to different audiences. A clinical audience reading chebi wants a different sort of definition documentation/definition from a chemistry trained audience, and similarly there is a need for a definition that is adequate for an ontologist to work with.  @en	
WARN	annotation_whitespace	IAO:0000575	IAO:0000112	Articles in Pubmed are reviewed by curators who add MESH terms to the Pubmed records in order to categorize them better and improve the ability to search for them. 	
WARN	annotation_whitespace	IAO:0000579	IAO:0000112	PubMed is a CRID registry. It has a dataset of PubMed identifiers associated with journal articles. @en	
WARN	annotation_whitespace	IAO:0000580	IAO:0000112	Going to the PubMed website and entering a PubMed ID in order to retrieve the Pubmed information associated with that ID. 	
WARN	annotation_whitespace	IAO:0000592	IAO:0000115	 A software module is software composed of a collection of software methods.@en	
WARN	annotation_whitespace	IAO:0000595	IAO:0000115	 A software script is software whose instructions can be executed using a software     interpreter.@en	
WARN	annotation_whitespace	IAO:0000615	IAO:0000115	A part of a document used to summarize the findings discussed in the document. The conclusion section is typically found near the end of a document. @en	
WARN	annotation_whitespace	IAO:0000617	IAO:0000112	SD [an author] is a Merck employee and Merck is the sponsor of this study. [Taken from 'Effects of obstructive sleep apnoea risk on postoperative respiratory complications: protocol for a hospital-based registry study' Shin et al. 2016  (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4735131/)] @en	
WARN	duplicate_exact_synonym	IAO:0000609	IAO:0000118	summary@en	
WARN	duplicate_exact_synonym	IAO:0000615	IAO:0000118	summary@en	
WARN	missing_definition	http://example.com/bfo-spec-label	IAO:0000115		
WARN	missing_definition	http://example.com/bfo-spec-label	IAO:0000600		
WARN	missing_definition	BFO:0000001	IAO:0000115		
WARN	missing_definition	BFO:0000004	IAO:0000600		
WARN	missing_definition	BFO:0000006	IAO:0000115		
WARN	missing_definition	BFO:0000008	IAO:0000115		
WARN	missing_definition	BFO:0000009	IAO:0000115		
WARN	missing_definition	BFO:0000011	IAO:0000115		
WARN	missing_definition	BFO:0000015	IAO:0000600		
WARN	missing_definition	BFO:0000016	IAO:0000115		
WARN	missing_definition	BFO:0000018	IAO:0000115		
WARN	missing_definition	BFO:0000019	IAO:0000115		
WARN	missing_definition	BFO:0000020	IAO:0000600		
WARN	missing_definition	BFO:0000024	IAO:0000115		
WARN	missing_definition	BFO:0000026	IAO:0000115		
WARN	missing_definition	BFO:0000027	IAO:0000115		
WARN	missing_definition	BFO:0000028	IAO:0000115		
WARN	missing_definition	BFO:0000029	IAO:0000115		
WARN	missing_definition	BFO:0000030	IAO:0000115		
WARN	missing_definition	BFO:0000031	IAO:0000600		
WARN	missing_definition	BFO:0000034	IAO:0000115		
WARN	missing_definition	BFO:0000035	IAO:0000600		
WARN	missing_definition	BFO:0000038	IAO:0000115		
WARN	missing_definition	BFO:0000050	IAO:0000600		
WARN	missing_definition	BFO:0000051	IAO:0000600		
WARN	missing_definition	BFO:0000054	IAO:0000115		
WARN	missing_definition	BFO:0000055	IAO:0000115		
WARN	missing_definition	BFO:0000066	IAO:0000600		
WARN	missing_definition	BFO:0000067	IAO:0000600		
WARN	missing_definition	BFO:0000134	IAO:0000115		
WARN	missing_definition	BFO:0000140	IAO:0000600		
WARN	missing_definition	BFO:0000141	IAO:0000115		
WARN	missing_definition	BFO:0000141	IAO:0000600		
WARN	missing_definition	BFO:0000142	IAO:0000115		
WARN	missing_definition	BFO:0000145	IAO:0000600		
WARN	missing_definition	BFO:0000146	IAO:0000115		
WARN	missing_definition	BFO:0000147	IAO:0000115		
WARN	missing_definition	BFO:0000148	IAO:0000115		
WARN	missing_definition	BFO:0000179	IAO:0000600		
WARN	missing_definition	BFO:0000180	IAO:0000600		
WARN	missing_definition	BFO:0000182	IAO:0000115		
WARN	missing_definition	GAZ:00000448	IAO:0000600		
WARN	missing_definition	IAO:0000001	IAO:0000600		
WARN	missing_definition	IAO:0000003	IAO:0000600		
WARN	missing_definition	IAO:0000004	IAO:0000115		
WARN	missing_definition	IAO:0000004	IAO:0000600		
WARN	missing_definition	IAO:0000005	IAO:0000600		
WARN	missing_definition	IAO:0000006	IAO:0000600		
WARN	missing_definition	IAO:0000007	IAO:0000600		
WARN	missing_definition	IAO:0000009	IAO:0000600		
WARN	missing_definition	IAO:0000010	IAO:0000600		
WARN	missing_definition	IAO:0000013	IAO:0000600		
WARN	missing_definition	IAO:0000015	IAO:0000600		
WARN	missing_definition	IAO:0000017	IAO:0000600		
WARN	missing_definition	IAO:0000025	IAO:0000600		
WARN	missing_definition	IAO:0000027	IAO:0000600		
WARN	missing_definition	IAO:0000028	IAO:0000600		
WARN	missing_definition	IAO:0000029	IAO:0000600		
WARN	missing_definition	IAO:0000030	IAO:0000600		
WARN	missing_definition	IAO:0000031	IAO:0000600		
WARN	missing_definition	IAO:0000032	IAO:0000600		
WARN	missing_definition	IAO:0000033	IAO:0000600		
WARN	missing_definition	IAO:0000034	IAO:0000600		
WARN	missing_definition	IAO:0000037	IAO:0000600		
WARN	missing_definition	IAO:0000038	IAO:0000600		
WARN	missing_definition	IAO:0000039	IAO:0000115		
WARN	missing_definition	IAO:0000039	IAO:0000600		
WARN	missing_definition	IAO:0000055	IAO:0000600		
WARN	missing_definition	IAO:0000057	IAO:0000115		
WARN	missing_definition	IAO:0000057	IAO:0000600		
WARN	missing_definition	IAO:0000064	IAO:0000600		
WARN	missing_definition	IAO:0000065	IAO:0000600		
WARN	missing_definition	IAO:0000078	IAO:0000600		
WARN	missing_definition	IAO:0000079	IAO:0000600		
WARN	missing_definition	IAO:0000088	IAO:0000600		
WARN	missing_definition	IAO:0000096	IAO:0000600		
WARN	missing_definition	IAO:0000098	IAO:0000600		
WARN	missing_definition	IAO:0000100	IAO:0000600		
WARN	missing_definition	IAO:0000101	IAO:0000600		
WARN	missing_definition	IAO:0000102	IAO:0000600		
WARN	missing_definition	IAO:0000104	IAO:0000600		
WARN	missing_definition	IAO:0000109	IAO:0000600		
WARN	missing_definition	IAO:0000111	IAO:0000600		
WARN	missing_definition	IAO:0000112	IAO:0000600		
WARN	missing_definition	IAO:0000113	IAO:0000600		
WARN	missing_definition	IAO:0000114	IAO:0000115		
WARN	missing_definition	IAO:0000114	IAO:0000600		
WARN	missing_definition	IAO:0000115	IAO:0000600		
WARN	missing_definition	IAO:0000116	IAO:0000600		
WARN	missing_definition	IAO:0000117	IAO:0000600		
WARN	missing_definition	IAO:0000118	IAO:0000600		
WARN	missing_definition	IAO:0000119	IAO:0000600		
WARN	missing_definition	IAO:0000129	IAO:0000600		
WARN	missing_definition	IAO:0000131	IAO:0000600		
WARN	missing_definition	IAO:0000132	IAO:0000600		
WARN	missing_definition	IAO:0000136	IAO:0000600		
WARN	missing_definition	IAO:0000140	IAO:0000600		
WARN	missing_definition	IAO:0000142	IAO:0000600		
WARN	missing_definition	IAO:0000144	IAO:0000600		
WARN	missing_definition	IAO:0000178	IAO:0000600		
WARN	missing_definition	IAO:0000179	IAO:0000600		
WARN	missing_definition	IAO:0000180	IAO:0000600		
WARN	missing_definition	IAO:0000181	IAO:0000600		
WARN	missing_definition	IAO:0000183	IAO:0000600		
WARN	missing_definition	IAO:0000184	IAO:0000600		
WARN	missing_definition	IAO:0000185	IAO:0000600		
WARN	missing_definition	IAO:0000186	IAO:0000600		
WARN	missing_definition	IAO:0000219	IAO:0000600		
WARN	missing_definition	IAO:0000221	IAO:0000600		
WARN	missing_definition	IAO:0000225	IAO:0000600		
WARN	missing_definition	IAO:0000231	IAO:0000600		
WARN	missing_definition	IAO:0000232	IAO:0000600		
WARN	missing_definition	IAO:0000233	IAO:0000600		
WARN	missing_definition	IAO:0000234	IAO:0000600		
WARN	missing_definition	IAO:0000300	IAO:0000600		
WARN	missing_definition	IAO:0000301	IAO:0000600		
WARN	missing_definition	IAO:0000302	IAO:0000600		
WARN	missing_definition	IAO:0000303	IAO:0000600		
WARN	missing_definition	IAO:0000304	IAO:0000600		
WARN	missing_definition	IAO:0000305	IAO:0000600		
WARN	missing_definition	IAO:0000306	IAO:0000600		
WARN	missing_definition	IAO:0000307	IAO:0000600		
WARN	missing_definition	IAO:0000308	IAO:0000600		
WARN	missing_definition	IAO:0000309	IAO:0000600		
WARN	missing_definition	IAO:0000310	IAO:0000600		
WARN	missing_definition	IAO:0000311	IAO:0000600		
WARN	missing_definition	IAO:0000312	IAO:0000600		
WARN	missing_definition	IAO:0000313	IAO:0000600		
WARN	missing_definition	IAO:0000314	IAO:0000600		
WARN	missing_definition	IAO:0000315	IAO:0000600		
WARN	missing_definition	IAO:0000316	IAO:0000600		
WARN	missing_definition	IAO:0000317	IAO:0000600		
WARN	missing_definition	IAO:0000318	IAO:0000600		
WARN	missing_definition	IAO:0000319	IAO:0000600		
WARN	missing_definition	IAO:0000320	IAO:0000600		
WARN	missing_definition	IAO:0000321	IAO:0000600		
WARN	missing_definition	IAO:0000322	IAO:0000600		
WARN	missing_definition	IAO:0000323	IAO:0000600		
WARN	missing_definition	IAO:0000324	IAO:0000600		
WARN	missing_definition	IAO:0000325	IAO:0000600		
WARN	missing_definition	IAO:0000326	IAO:0000600		
WARN	missing_definition	IAO:0000327	IAO:0000600		
WARN	missing_definition	IAO:0000328	IAO:0000600		
WARN	missing_definition	IAO:0000329	IAO:0000600		
WARN	missing_definition	IAO:0000330	IAO:0000600		
WARN	missing_definition	IAO:0000400	IAO:0000600		
WARN	missing_definition	IAO:0000401	IAO:0000600		
WARN	missing_definition	IAO:0000402	IAO:0000600		
WARN	missing_definition	IAO:0000403	IAO:0000600		
WARN	missing_definition	IAO:0000404	IAO:0000115		
WARN	missing_definition	IAO:0000404	IAO:0000600		
WARN	missing_definition	IAO:0000405	IAO:0000115		
WARN	missing_definition	IAO:0000405	IAO:0000600		
WARN	missing_definition	IAO:0000406	IAO:0000115		
WARN	missing_definition	IAO:0000406	IAO:0000600		
WARN	missing_definition	IAO:0000407	IAO:0000115		
WARN	missing_definition	IAO:0000407	IAO:0000600		
WARN	missing_definition	IAO:0000408	IAO:0000600		
WARN	missing_definition	IAO:0000409	IAO:0000600		
WARN	missing_definition	IAO:0000411	IAO:0000600		
WARN	missing_definition	IAO:0000412	IAO:0000600		
WARN	missing_definition	IAO:0000413	IAO:0000600		
WARN	missing_definition	IAO:0000414	IAO:0000600		
WARN	missing_definition	IAO:0000415	IAO:0000600		
WARN	missing_definition	IAO:0000416	IAO:0000600		
WARN	missing_definition	IAO:0000417	IAO:0000600		
WARN	missing_definition	IAO:0000418	IAO:0000600		
WARN	missing_definition	IAO:0000419	IAO:0000600		
WARN	missing_definition	IAO:0000422	IAO:0000600		
WARN	missing_definition	IAO:0000424	IAO:0000600		
WARN	missing_definition	IAO:0000425	IAO:0000600		
WARN	missing_definition	IAO:0000426	IAO:0000115		
WARN	missing_definition	IAO:0000426	IAO:0000600		
WARN	missing_definition	IAO:0000427	IAO:0000600		
WARN	missing_definition	IAO:0000429	IAO:0000115		
WARN	missing_definition	IAO:0000429	IAO:0000600		
WARN	missing_definition	IAO:0000442	IAO:0000600		
